slug,module,category,localFile,high,medium,low,total_issues,issue_types,web_words_adj,doc_words,word_gap_pct,web_imgs_adj,doc_imgs,aggregated,agg_files
xem-danh-sach-workspaces,FPT Cloud Monitoring,FPT Monitoring,fpt-cloud-monitoring/xem-danh-sach-workspaces.md,1,0,0,1,WORD_COUNT_LOW,135,47,65%,3,1,,
xem-thong-tin-chi-tiet-jenkins-CI-instance,FPT Jenkins CI,FPT DevSecOps Services,fpt-jenkins-ci/xem-thong-tin-chi-tiet-jenkins-CI-instance.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",120,32,73%,6,4,,
xoa-group,FPT Autoscale,FPT Cloud Server,fpt-autoscale/xoa-group.md,1,1,1,3,"MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",98,11,89%,5,4,,
kich-hoat-dich-vu,FPT Container Registry,FPT Container,fpt-container-registry/kich-hoat-dich-vu.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",114,31,73%,9,4,,
restore-lai-vm-tu-cac-restore-point,Backup,FPT Cloud Backup & DR,backup/restore-lai-vm-tu-cac-restore-point.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",102,21,79%,3,0,,
tao-object,CheckPoint - FPT NGFW,FPT Security,checkpoint-fpt-ngfw/tao-object.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",122,42,66%,9,6,,
huong-dan-cau-hinh-argocd-cluster-de-deploy-ung-dung-voi-manifes,FPT ArgoCD,FPT DevSecOps Services,fpt-argocd/huong-dan-cau-hinh-argocd-cluster-de-deploy-ung-dung-voi-manifes.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",106,26,75%,11,9,,
buy-storage-disk,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go/buy-storage-disk.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",108,30,72%,11,4,,
nang-cap-goi-dich-vu,FPT Jenkins CI,FPT DevSecOps Services,fpt-jenkins-ci/nang-cap-goi-dich-vu.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",99,21,79%,5,3,,
tao-moi-fpt-jenkinsCI,FPT Jenkins CI,FPT DevSecOps Services,fpt-jenkins-ci/tao-moi-fpt-jenkinsCI.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",118,42,64%,6,4,,
create-organization,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go/create-organization.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",90,15,83%,9,2,,
guide-workspace,FPT AppSec,FPT Security Platform,fpt-appsec/guide-workspace.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",94,19,80%,5,2,,
xem-chi-tiet-ket-qua-quet,FPT Cloud VA,FPT Security,fpt-va/xem-chi-tiet-ket-qua-quet.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",110,36,67%,5,2,,
huong-dan-su-dung-robot-account,FPT Container Registry,FPT Container,fpt-container-registry/huong-dan-su-dung-robot-account.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",102,29,72%,7,2,,
analytics,FPT API Management,FPT Integration,fpt-api-management/analytics.md,1,2,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",130,57,56%,4,0,,
remove-the-network-card-from-the-virtual-machine,Cloud Server,FPT Cloud Server,cloud-server/remove-the-network-card-from-the-virtual-machine.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",92,20,78%,8,3,,
kiem-tra-thong-tin-backup-va-restore-cua-vm,Backup,FPT Cloud Backup & DR,backup/kiem-tra-thong-tin-backup-va-restore-cua-vm.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",99,27,73%,3,0,,
cap-nhat-thong-tin-cau-hinh-agent,FPT Jenkins CI,FPT DevSecOps Services,fpt-jenkins-ci/cap-nhat-thong-tin-cau-hinh-agent.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",99,30,70%,6,4,,
push-s3,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engine/push-s3.md,1,2,0,3,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES",749,680,9%,14,6,,
view-bill-charges-by-resource,Bills,Billing,billing/view-bill-charges-by-resource.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",97,28,71%,9,7,,
tutorials-tao-instance-tu-template,Cloud Server,FPT Cloud Server,cloud-server/tutorials-tao-instance-tu-template.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",96,28,71%,7,2,,
fqas-2,Request Resource,Support,billing/fqas-2.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",71,3,96%,4,1,,
thuc-hien-cau-hinh-webhook-voi-webhook-secret-da-duoc-tao,FPT ArgoCD,FPT DevSecOps Services,fpt-argocd/thuc-hien-cau-hinh-webhook-voi-webhook-secret-da-duoc-tao.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",89,22,75%,11,9,,
deleteschedule-snapshotVM,Cloud Server,FPT Cloud Server,cloud-server/deleteschedule-snapshotVM.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",84,18,79%,7,2,,
tutorials-quan-ly-template-duoc-tao-tu-may-ao,Cloud Server,FPT Cloud Server,cloud-server/tutorials-quan-ly-template-duoc-tao-tu-may-ao.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",93,29,69%,7,2,,
quan-ly-role,FPT AppSec,FPT Security Platform,fpt-appsec/quan-ly-role.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",93,29,69%,7,4,,
deleteschedule-snapshotstorage,Cloud Server,FPT Cloud Server,cloud-server/deleteschedule-snapshotstorage.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",79,18,77%,7,2,,
huong-dan-nang-goi-dich-vu-dang-su-dung,FPT Container Registry,FPT Container,fpt-container-registry/huong-dan-nang-goi-dich-vu-dang-su-dung.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",81,22,73%,9,4,,
xoa-agent-khi-khong-muon-su-dung,FPT Jenkins CI,FPT DevSecOps Services,fpt-jenkins-ci/xoa-agent-khi-khong-muon-su-dung.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",93,34,63%,7,5,,
